#1:kx	2:ky	3:E1	4:E2
5.02655	0.628319	-2.31991	2.31991
5.02655	0.753982	-2.40855	2.40855
5.02655	0.879646	-2.50608	2.50608
5.02655	1.00531	-2.61006	2.61006
5.02655	1.13097	-2.7182	2.7182
5.02655	1.25664	-2.82843	2.82843
5.02655	1.3823	-2.93886	2.93886
5.02655	1.50796	-3.04783	3.04783
5.02655	1.63363	-3.15386	3.15386
5.02655	1.75929	-3.25564	3.25564
5.02655	1.88496	-3.35202	3.35202
5.02655	2.01062	-3.44201	3.44201
5.02655	2.13628	-3.52472	3.52472
5.02655	2.26195	-3.59939	3.59939
5.02655	2.38761	-3.66537	3.66537
5.02655	2.51327	-3.72211	3.72211
5.02655	2.63894	-3.76914	3.76914
5.02655	2.7646	-3.8061	3.8061
5.02655	2.89027	-3.8327	3.8327
5.02655	3.01593	-3.84874	3.84874
5.02655	3.14159	-3.8541	3.8541
5.02655	3.26726	-3.84874	3.84874
5.02655	3.39292	-3.8327	3.8327
5.02655	3.51858	-3.8061	3.8061
5.02655	3.64425	-3.76914	3.76914
5.02655	3.76991	-3.72211	3.72211
5.02655	3.89557	-3.66537	3.66537
5.02655	4.02124	-3.59939	3.59939
5.02655	4.1469	-3.52472	3.52472
5.02655	4.27257	-3.44201	3.44201
5.02655	4.39823	-3.35202	3.35202
5.02655	4.52389	-3.25564	3.25564
5.02655	4.64956	-3.15386	3.15386
5.02655	4.77522	-3.04783	3.04783
5.02655	4.90088	-2.93886	2.93886
5.02655	5.02655	-2.82843	2.82843
5.02655	5.15221	-2.7182	2.7182
5.02655	5.27788	-2.61006	2.61006
5.02655	5.40354	-2.50608	2.50608
5.02655	5.5292	-2.40855	2.40855
5.02655	5.65487	-2.31991	2.31991
5.02655	5.78053	-2.24268	2.24268
5.02655	5.90619	-2.17937	2.17937
5.02655	6.03186	-2.13224	2.13224
5.02655	6.15752	-2.10315	2.10315

5.15221	0	-2.17374	2.17374
5.15221	0.125664	-2.18198	2.18198
5.15221	0.251327	-2.20637	2.20637
5.15221	0.376991	-2.24603	2.24603
5.15221	0.502655	-2.29955	2.29955
5.15221	0.628319	-2.36518	2.36518
5.15221	0.753982	-2.44096	2.44096
5.15221	0.879646	-2.52483	2.52483
5.15221	1.00531	-2.61477	2.61477
5.15221	1.13097	-2.70882	2.70882
5.15221	1.25664	-2.80516	2.80516
5.15221	1.3823	-2.90212	2.90212
5.15221	1.50796	-2.99819	2.99819
5.15221	1.63363	-3.09201	3.09201
5.15221	1.75929	-3.18235	3.18235
5.15221	1.88496	-3.26815	3.26815
5.15221	2.01062	-3.34843	3.34843
5.15221	2.13628	-3.42238	3.42238
5.15221	2.26195	-3.48926	3.48926
5.15221	2.38761	-3.54844	3.54844
5.15221	2.51327	-3.59939	3.59939
5.15221	2.63894	-3.64167	3.64167
5.15221	2.7646	-3.67492	3.67492
5.15221	2.89027	-3.69887	3.69887
5.15221	3.01593	-3.71331	3.71331
5.15221	3.14159	-3.71814	3.71814
5.15221	3.26726	-3.71331	3.71331
5.15221	3.39292	-3.69887	3.69887
5.15221	3.51858	-3.67492	3.67492
5.15221	3.64425	-3.64167	3.64167
5.15221	3.76991	-3.59939	3.59939
5.15221	3.89557	-3.54844	3.54844
5.15221	4.02124	-3.48926	3.48926
5.15221	4.1469	-3.42238	3.42238
5.15221	4.27257	-3.34843	3.34843
5.15221	4.39823	-3.26815	3.26815
5.15221	4.52389	-3.18235	3.18235
5.15221	4.64956	-3.09201	3.09201
5.15221	4.77522	-2.99819	2.99819
5.15221	4.90088	-2.90212	2.90212
5.15221	5.02655	-2.80516	2.80516
5.15221	5.15221	-2.70882	2.70882
5.15221	5.27788	-2.61477	2.61477
5.15221	5.40354	-2.52483	2.52483
5.15221	5.5292	-2.44096	2.44096
5.15221	5.65487	-2.36518	2.36518
5.15221	5.78053	-2.29955	2.29955
5.15221	5.90619	-2.24603	2.24603
5.15221	6.03186	-2.20637	2.20637
5.15221	6.15752	-2.18198	2.18198

5.27788	0	-2.26902	2.26902
5.27788	0.125664	-2.27544	2.27544
5.27788	0.251327	-2.29451	2.29451
5.27788	0.376991	-2.32562	2.32562
5.27788	0.502655	-2.3678	2.3678
5.27788	0.628319	-2.41985	2.41985
5.27788	0.753982	-2.48034	2.48034
5.27788	0.879646	-2.54776	2.54776
5.27788	1.00531	-2.62056	2.62056
5.27788	1.13097	-2.69719	2.69719
5.27788	1.25664	-2.77619	2.77619
5.27788	1.3823	-2.85616	2.85616
5.27788	1.50796	-2.93582	2.93582
5.27788	1.63363	-3.01398	3.01398
5.27788	1.75929	-3.08957	3.08957
5.27788	1.88496	-3.16163	3.16163
5.27788	2.01062	-3.22928	3.22928
5.27788	2.13628	-3.29178	3.29178
5.27788	2.26195	-3.34843	3.34843
5.27788	2.38761	-3.39868	3.39868
5.27788	2.51327	-3.44201	3.44201
5.27788	2.63894	-3.47802	3.47802
5.27788	2.7646	-3.50637	3.50637
5.27788	2.89027	-3.5268	3.5268
5.27788	3.01593	-3.53913	3.53913
5.27788	3.14159	-3.54326	3.54326
5.27788	3.26726	-3.53913	3.53913
5.27788	3.39292	-3.5268	3.5268
5.27788	3.51858	-3.50637	3.50637
5.27788	3.64425	-3.47802	3.47802
5.27788	3.76991	-3.44201	3.44201
5.27788	3.89557	-3.39868	3.39868
5.27788	4.02124	-3.34843	3.34843
5.27788	4.1469	-3.29178	3.29178
5.27788	4.27257	-3.22928	3.22928
5.27788	4.39823	-3.16163	3.16163
5.27788	4.52389	-3.08957	3.08957
5.27788	4.64956	-3.01398	3.01398
5.27788	4.77522	-2.93582	2.93582
5.27788	4.90088	-2.85616	2.85616
5.27788	5.02655	-2.77619	2.77619
5.27788	5.15221	-2.69719	2.69719
5.27788	5.27788	-2.62056	2.62056
5.27788	5.40354	-2.54776	2.54776
5.27788	5.5292	-2.48034	2.48034
5.27788	5.65487	-2.41985	2.41985
5.27788	5.78053	-2.3678	2.3678
5.27788	5.90619	-2.32562	2.32562
5.27788	6.03186	-2.29451	2.29451
5.27788	6.15752	-2.27544	2.27544

5.40354	0	-2.37176	2.37176
5.40354	0.125664	-2.37632	2.37632
5.40354	0.251327	-2.3899	2.3899
5.40354	0.376991	-2.41212	2.41212
5.40354	0.502655	-2.4424	2.4424
5.40354	0.628319	-2.47999	2.47999
5.40354	0.753982	-2.52397	2.52397
5.40354	0.879646	-2.57335	2.57335
5.40354	1.00531	-2.62707	2.62707
5.40354	1.13097	-2.68404	2.68404
5.40354	1.25664	-2.74319	2.74319
5.40354	1.3823	-2.80349	2.80349
5.40354	1.50796	-2.86393	2.86393
5.40354	1.63363	-2.92359	2.92359
5.40354	1.75929	-2.98161	2.98161
5.40354	1.88496	-3.03717	3.03717
5.40354	2.01062	-3.08957	3.08957
5.40354	2.13628	-3.13816	3.13816
5.40354	2.26195	-3.18235	3.18235
5.40354	2.38761	-3.22166	3.22166
5.40354	2.51327	-3.25564	3.25564
5.40354	2.63894	-3.28393	3.28393
5.40354	2.7646	-3.30624	3.30624
5.40354	2.89027	-3.32233	3.32233
5.40354	3.01593	-3.33206	3.33206
5.40354	3.14159	-3.33531	3.33531
5.40354	3.26726	-3.33206	3.33206
5.40354	3.39292	-3.32233	3.32233
5.40354	3.51858	-3.30624	3.30624
5.40354	3.64425	-3.28393	3.28393
5.40354	3.76991	-3.25564	3.25564
5.40354	3.89557	-3.22166	3.22166
5.40354	4.02124	-3.18235	3.18235
5.40354	4.1469	-3.13816	3.13816
5.40354	4.27257	-3.08957	3.08957
5.40354	4.39823	-3.03717	3.03717
5.40354	4.52389	-2.98161	2.98161
5.40354	4.64956	-2.92359	2.92359
5.40354	4.77522	-2.86393	2.86393
5.40354	4.90088	-2.80349	2.80349
5.40354	5.02655	-2.74319	2.74319
5.40354	5.15221	-2.68404	2.68404
5.40354	5.27788	-2.62707	2.62707
5.40354	5.40354	-2.57335	2.57335
5.40354	5.5292	-2.52397	2.52397
5.40354	5.65487	-2.47999	2.47999
5.40354	5.78053	-2.4424	2.4424
5.40354	5.90619	-2.41212	2.41212
5.40354	6.03186	-2.3899	2.3899
5.40354	6.15752	-2.37632	2.37632

5.5292	0	-2.47499	2.47499
5.5292	0.125664	-2.47778	2.47778
5.5292	0.251327	-2.48607	2.48607
5.5292	0.376991	-2.49968	2.49968
5.5292	0.502655	-2.51831	2.51831
5.5292	0.628319	-2.54157	2.54157
5.5292	0.753982	-2.56896	2.56896
5.5292	0.879646	-2.59994	2.59994
5.5292	1.00531	-2.63388	2.63388
5.5292	1.13097	-2.67017	2.67017
5.5292	1.25664	-2.70814	2.70814
5.5292	1.3823	-2.74713	2.74713
5.5292	1.50796	-2.7865	2.7865
5.5292	1.63363	-2.82564	2.82564
5.5292	1.75929	-2.86393	2.86393
5.5292	1.88496	-2.90083	2.90083
5.5292	2.01062	-2.93582	2.93582
5.5292	2.13628	-2.96842	2.96842
5.5292	2.26195	-2.99819	2.99819
5.5292	2.38761	-3.02478	3.02478
5.5292	2.51327	-3.04783	3.04783
5.5292	2.63894	-3.06707	3.06707
5.5292	2.7646	-3.08228	3.08228
5.5292	2.89027	-3.09327	3.09327
5.5292	3.01593	-3.09991	3.09991
5.5292	3.14159	-3.10214	3.10214
5.5292	3.26726	-3.09991	3.09991
5.5292	3.39292	-3.09327	3.09327
5.5292	3.51858	-3.08228	3.08228
5.5292	3.64425	-3.06707	3.06707
5.5292	3.76991	-3.04783	3.04783
5.5292	3.89557	-3.02478	3.02478
5.5292	4.02124	-2.99819	2.99819
5.5292	4.1469	-2.96842	2.96842
5.5292	4.27257	-2.93582	2.93582
5.5292	4.39823	-2.90083	2.90083
5.5292	4.52389	-2.86393	2.86393
5.5292	4.64956	-2.82564	2.82564
5.5292	4.77522	-2.7865	2.7865
5.5292	4.90088	-2.74713	2.74713
5.5292	5.02655	-2.70814	2.70814
5.5292	5.15221	-2.67017	2.67017
5.5292	5.27788	-2.63388	2.63388
5.5292	5.40354	-2.59994	2.59994
5.5292	5.5292	-2.56896	2.56896
5.5292	5.65487	-2.54157	2.54157
5.5292	5.78053	-2.51831	2.51831
5.5292	5.90619	-2.49968	2.49968
5.5292	6.03186	-2.48607	2.48607
5.5292	6.15752	-2.47778	2.47778

5.65487	0	-2.57255	2.57255
5.65487	0.125664	-2.57372	2.57372
5.65487	0.251327	-2.57721	2.57721
5.65487	0.376991	-2.58296	2.58296
5.65487	0.502655	-2.59085	2.59085
5.65487	0.628319	-2.60076	2.60076
5.65487	0.753982	-2.61249	2.61249
5.65487	0.879646	-2.62584	2.62584
5.65487	1.00531	-2.64057	2.64057
5.65487	1.13097	-2.65644	2.65644
5.65487	1.25664	-2.67318	2.67318
5.65487	1.3823	-2.69051	2.69051
5.65487	1.50796	-2.70814	2.70814
5.65487	1.63363	-2.72579	2.72579
5.65487	1.75929	-2.74319	2.74319
5.65487	1.88496	-2.76008	2.76008
5.65487	2.01062	-2.77619	2.77619
5.65487	2.13628	-2.79129	2.79129
5.65487	2.26195	-2.80516	2.80516
5.65487	2.38761	-2.8176	2.8176
5.65487	2.51327	-2.82843	2.82843
5.65487	2.63894	-2.8375	2.8375
5.65487	2.7646	-2.84469	2.84469
5.65487	2.89027	-2.84989	2.84989
5.65487	3.01593	-2.85305	2.85305
5.65487	3.14159	-2.8541	2.8541
5.65487	3.26726	-2.85305	2.85305
5.65487	3.39292	-2.84989	2.84989
5.65487	3.51858	-2.84469	2.84469
5.65487	3.64425	-2.8375	2.8375
5.65487	3.76991	-2.82843	2.82843
5.65487	3.89557	-2.8176	2.8176
5.65487	4.02124	-2.80516	2.80516
5.65487	4.1469	-2.79129	2.79129
5.65487	4.27257	-2.77619	2.77619
5.65487	4.39823	-2.76008	2.76008
5.65487	4.52389	-2.74319	2.74319
5.65487	4.64956	-2.72579	2.72579
5.65487	4.77522	-2.70814	2.70814
5.65487	4.90088	-2.69051	2.69051
5.65487	5.02655	-2.67318	2.67318
5.65487	5.15221	-2.65644	2.65644
5.65487	5.27788	-2.64057	2.64057
5.65487	5.40354	-2.62584	2.62584
5.65487	5.5292	-2.61249	2.61249
5.65487	5.65487	-2.60076	2.60076
5.65487	5.78053	-2.59085	2.59085
5.65487	5.90619	-2.58296	2.58296
5.65487	6.03186	-2.57721	2.57721
5.65487	6.15752	-2.57372	2.57372

5.78053	0	-2.65926	2.65926
5.78053	0.125664	-2.65905	2.65905
5.78053	0.251327	-2.65841	2.65841
5.78053	0.376991	-2.65737	2.65737
5.78053	0.502655	-2.65592	2.65592
5.78053	0.628319	-2.65411	2.65411
5.78053	0.753982	-2.65195	2.65195
5.78053	0.879646	-2.64947	2.64947
5.78053	1.00531	-2.64672	2.64672
5.78053	1.13097	-2.64374	2.64374
5.78053	1.25664	-2.64057	2.64057
5.78053	1.3823	-2.63727	2.63727
5.78053	1.50796	-2.63388	2.63388
5.78053	1.63363	-2.63047	2.63047
5.78053	1.75929	-2.62707	2.62707
5.78053	1.88496	-2.62375	2.62375
5.78053	2.01062	-2.62056	2.62056
5.78053	2.13628	-2.61755	2.61755
5.78053	2.26195	-2.61477	2.61477
5.78053	2.38761	-2.61226	2.61226
5.78053	2.51327	-2.61006	2.61006
5.78053	2.63894	-2.60821	2.60821
5.78053	2.7646	-2.60674	2.60674
5.78053	2.89027	-2.60567	2.60567
5.78053	3.01593	-2.60503	2.60503
5.78053	3.14159	-2.60481	2.60481
5.78053	3.26726	-2.60503	2.60503
5.78053	3.39292	-2.60567	2.60567
5.78053	3.51858	-2.60674	2.60674
5.78053	3.64425	-2.60821	2.60821
5.78053	3.76991	-2.61006	2.61006
5.78053	3.89557	-2.61226	2.61226
5.78053	4.02124	-2.61477	2.61477
5.78053	4.1469	-2.61755	2.61755
5.78053	4.27257	-2.62056	2.62056
5.78053	4.39823	-2.62375	2.62375
5.78053	4.52389	-2.62707	2.62707
5.78053	4.64956	-2.63047	2.63047
5.78053	4.77522	-2.63388	2.63388
5.78053	4.90088	-2.63727	2.63727
5.78053	5.02655	-2.64057	2.64057
5.78053	5.15221	-2.64374	2.64374
5.78053	5.27788	-2.64672	2.64672
5.78053	5.40354	-2.64947	2.64947
5.78053	5.5292	-2.65195	2.65195
5.78053	5.65487	-2.65411	2.65411
5.78053	5.78053	-2.65592	2.65592
5.78053	5.90619	-2.65737	2.65737
5.78053	6.03186	-2.65841	2.65841
5.78053	6.15752	-2.65905	2.65905

5.90619	0	-2.73092	2.73092
5.90619	0.125664	-2.7296	2.7296
5.90619	0.251327	-2.72565	2.72565
5.90619	0.376991	-2.71912	2.71912
5.90619	0.502655	-2.7101	2.7101
5.90619	0.628319	-2.69871	2.69871
5.90619	0.753982	-2.68509	2.68509
5.90619	0.879646	-2.66943	2.66943
5.90619	1.00531	-2.65195	2.65195
5.90619	1.13097	-2.63287	2.63287
5.90619	1.25664	-2.61249	2.61249
5.90619	1.3823	-2.59108	2.59108
5.90619	1.50796	-2.56896	2.56896
5.90619	1.63363	-2.54648	2.54648
5.90619	1.75929	-2.52397	2.52397
5.90619	1.88496	-2.50181	2.50181
5.90619	2.01062	-2.48034	2.48034
5.90619	2.13628	-2.45994	2.45994
5.90619	2.26195	-2.44096	2.44096
5.90619	2.38761	-2.42372	2.42372
5.90619	2.51327	-2.40855	2.40855
5.90619	2.63894	-2.39572	2.39572
5.90619	2.7646	-2.38548	2.38548
5.90619	2.89027	-2.37802	2.37802
5.90619	3.01593	-2.37348	2.37348
5.90619	3.14159	-2.37196	2.37196
5.90619	3.26726	-2.37348	2.37348
5.90619	3.39292	-2.37802	2.37802
5.90619	3.51858	-2.38548	2.38548
5.90619	3.64425	-2.39572	2.39572
5.90619	3.76991	-2.40855	2.40855
5.90619	3.89557	-2.42372	2.42372
5.90619	4.02124	-2.44096	2.44096
5.90619	4.1469	-2.45994	2.45994
5.90619	4.27257	-2.48034	2.48034
5.90619	4.39823	-2.50181	2.50181
5.90619	4.52389	-2.52397	2.52397
5.90619	4.64956	-2.54648	2.54648
5.90619	4.77522	-2.56896	2.56896
5.90619	4.90088	-2.59108	2.59108
5.90619	5.02655	-2.61249	2.61249
5.90619	5.15221	-2.63287	2.63287
5.90619	5.27788	-2.65195	2.65195
5.90619	5.40354	-2.66943	2.66943
5.90619	5.5292	-2.68509	2.68509
5.90619	5.65487	-2.69871	2.69871
5.90619	5.78053	-2.7101	2.7101
5.90619	5.90619	-2.71912	2.71912
5.90619	6.03186	-2.72565	2.72565
5.90619	6.15752	-2.7296	2.7296

6.03186	0	-2.78435	2.78435
6.03186	0.125664	-2.78222	2.78222
6.03186	0.251327	-2.77585	2.77585
6.03186	0.376991	-2.7653	2.7653
6.03186	0.502655	-2.75071	2.75071
6.03186	0.628319	-2.73224	2.73224
6.03186	0.753982	-2.7101	2.7101
6.03186	0.879646	-2.68456	2.68456
6.03186	1.00531	-2.65592	2.65592
6.03186	1.13097	-2.62455	2.62455
6.03186	1.25664	-2.59085	2.59085
6.03186	1.3823	-2.55528	2.55528
6.03186	1.50796	-2.51831	2.51831
6.03186	1.63363	-2.4805	2.4805
6.03186	1.75929	-2.4424	2.4424
6.03186	1.88496	-2.40463	2.40463
6.03186	2.01062	-2.3678	2.3678
6.03186	2.13628	-2.33256	2.33256
6.03186	2.26195	-2.29955	2.29955
6.03186	2.38761	-2.26939	2.26939
6.03186	2.51327	-2.24268	2.24268
6.03186	2.63894	-2.21999	2.21999
6.03186	2.7646	-2.20179	2.20179
6.03186	2.89027	-2.18848	2.18848
6.03186	3.01593	-2.18037	2.18037
6.03186	3.14159	-2.17765	2.17765
6.03186	3.26726	-2.18037	2.18037
6.03186	3.39292	-2.18848	2.18848
6.03186	3.51858	-2.20179	2.20179
6.03186	3.64425	-2.21999	2.21999
6.03186	3.76991	-2.24268	2.24268
6.03186	3.89557	-2.26939	2.26939
6.03186	4.02124	-2.29955	2.29955
6.03186	4.1469	-2.33256	2.33256
6.03186	4.27257	-2.3678	2.3678
6.03186	4.39823	-2.40463	2.40463
6.03186	4.52389	-2.4424	2.4424
6.03186	4.64956	-2.4805	2.4805
6.03186	4.77522	-2.51831	2.51831
6.03186	4.90088	-2.55528	2.55528
6.03186	5.02655	-2.59085	2.59085
6.03186	5.15221	-2.62455	2.62455
6.03186	5.27788	-2.65592	2.65592
6.03186	5.40354	-2.68456	2.68456
6.03186	5.5292	-2.7101	2.7101
6.03186	5.65487	-2.73224	2.73224
6.03186	5.78053	-2.75071	2.75071
6.03186	5.90619	-2.7653	2.7653
6.03186	6.03186	-2.77585	2.77585
6.03186	6.15752	-2.78222	2.78222

6.15752	0	-2.8173	2.8173
6.15752	0.125664	-2.81467	2.81467
6.15752	0.251327	-2.80683	2.80683
6.15752	0.376991	-2.79384	2.79384
6.15752	0.502655	-2.77585	2.77585
6.15752	0.628319	-2.75303	2.75303
6.15752	0.753982	-2.72565	2.72565
6.15752	0.879646	-2.69399	2.69399
6.15752	1.00531	-2.65841	2.65841
6.15752	1.13097	-2.61933	2.61933
6.15752	1.25664	-2.57721	2.57721
6.15752	1.3823	-2.5326	2.5326
6.15752	1.50796	-2.48607	2.48607
6.15752	1.63363	-2.43827	2.43827
6.15752	1.75929	-2.3899	2.3899
6.15752	1.88496	-2.34172	2.34172
6.15752	2.01062	-2.29451	2.29451
6.15752	2.13628	-2.24911	2.24911
6.15752	2.26195	-2.20637	2.20637
6.15752	2.38761	-2.16714	2.16714
6.15752	2.51327	-2.13224	2.13224
6.15752	2.63894	-2.10246	2.10246
6.15752	2.7646	-2.07849	2.07849
6.15752	2.89027	-2.06092	2.06092
6.15752	3.01593	-2.05019	2.05019
6.15752	3.14159	-2.04658	2.04658
6.15752	3.26726	-2.05019	2.05019
6.15752	3.39292	-2.06092	2.06092
6.15752	3.51858	-2.07849	2.07849
6.15752	3.64425	-2.10246	2.10246
6.15752	3.76991	-2.13224	2.13224
6.15752	3.89557	-2.16714	2.16714
6.15752	4.02124	-2.20637	2.20637
6.15752	4.1469	-2.24911	2.24911
6.15752	4.27257	-2.29451	2.29451
6.15752	4.39823	-2.34172	2.34172
6.15752	4.52389	-2.3899	2.3899
6.15752	4.64956	-2.43827	2.43827
6.15752	4.77522	-2.48607	2.48607
6.15752	4.90088	-2.5326	2.5326
6.15752	5.02655	-2.57721	2.57721
6.15752	5.15221	-2.61933	2.61933
6.15752	5.27788	-2.65841	2.65841
6.15752	5.40354	-2.69399	2.69399
6.15752	5.5292	-2.72565	2.72565
6.15752	5.65487	-2.75303	2.75303
6.15752	5.78053	-2.77585	2.77585
6.15752	5.90619	-2.79384	2.79384
6.15752	6.03186	-2.80683	2.80683
6.15752	6.15752	-2.81467	2.81467

